asset_id,asset_name,asset_category,damage_score,damage_type,asset_age_years,expected_lifespan_years,usage_count,estimated_repair_cost_etb,current_market_price_etb,repair_cost_ratio,age_damage_product,remaining_life_score,price_delta_pct,decision
190,Lenovo ThinkPad X1 Carbon,Laptop,0.7675,2,4.58,5,340,23056.47,70860.19,0.32538,3.51515,0.084,67.462026,1
191,Lenovo IdeaPad Slim 5 #191,Laptop,0.8223,2,4.68,5,712,12802.23,71422.43,0.179247,3.848364,0.064,82.075337,1
192,Acer Aspire 5 A515,Laptop,0.4756,0,5.55,5,44,5640.61,105862.33,0.053283,2.63958,0.0,94.67175,1
193,Acer Aspire 5 A515 S/N-1193,Laptop,0.8083,1,3.09,5,37,12061.97,68669.69,0.175652,2.497647,0.382,82.434798,0
194,HP ProBook 450 G10 Rev.5,Laptop,0.3587,0,6.13,5,376,24301.88,71773.06,0.338593,2.198831,0.0,66.140666,0
195,MacBook Air M2 S/N-1195,Laptop,0.9556,1,3.01,5,509,27260.57,100748.08,0.270582,2.876356,0.398,72.941847,1
196,ASUS VivoBook 15 S/N-1196,Laptop,0.6103,3,1.01,5,558,22904.11,105086.11,0.217956,0.616403,0.798,78.204436,0
197,Lenovo IdeaPad Slim 5 S/N-1197,Laptop,0.4647,2,2.42,5,170,12525.92,52694.84,0.237707,1.124574,0.516,76.229323,0
198,HP EliteBook 840 G9,Laptop,0.6218,1,6.43,5,654,22897.17,78534.72,0.291555,3.998174,0.0,70.844526,1
199,Lenovo ThinkPad X1 Carbon Rev.1,Laptop,0.7474,0,3.84,5,31,14561.47,95338.79,0.152734,2.870016,0.232,84.726605,1
200,HP EliteBook 840 G9 #200,Laptop,0.3907,1,5.56,5,580,5748.07,47609.92,0.120733,2.172292,0.0,87.926739,1
201,MacBook Air M2 Rev.3,Laptop,0.7597,1,2.92,5,542,28669.41,95929.65,0.298859,2.218324,0.416,70.114131,1
202,HP ProBook 450 G10,Laptop,0.0741,0,6.74,5,530,11245.93,68578.91,0.163985,0.499434,0.0,83.601475,1
203,Acer Aspire 5 A515,Laptop,0.9766,0,3.4,5,502,10767.53,64633.25,0.166594,3.32044,0.32,83.340572,1
204,MacBook Air M2 S/N-1204,Laptop,0.7134,3,1.62,5,698,5925.35,55179.63,0.107383,1.155708,0.676,89.261708,0
205,Lenovo ThinkPad X1 Carbon S/N-1205,Laptop,0.329,0,2.39,5,726,18299.93,98215.54,0.186324,0.78631,0.522,81.367582,0
206,MacBook Air M2 S/N-1206,Laptop,0.1792,2,1.81,5,26,7155.42,83156.68,0.086047,0.324352,0.638,91.395255,0
207,Lenovo IdeaPad Slim 5 Rev.0,Laptop,0.8723,0,1.34,5,407,29558.31,80055.44,0.369223,1.168882,0.732,63.0777,0
208,Lenovo IdeaPad Slim 5 S/N-1208,Laptop,0.9543,2,0.98,5,460,25406.82,102687.34,0.247419,0.935214,0.804,75.25808,1
209,HP ProBook 450 G10,Laptop,0.5966,2,4.08,5,132,25555.4,54625.1,0.467833,2.434128,0.184,53.216745,0
210,MacBook Air M2 S/N-1210,Laptop,0.2006,3,2.48,5,230,17470.66,107354.31,0.162738,0.497488,0.504,83.726168,0
211,Dell Inspiron 16,Laptop,0.5623,0,4.63,5,310,10515.74,108445.03,0.096968,2.603449,0.074,90.303161,1
212,MacBook Air M2,Laptop,0.1934,2,6.62,5,737,8384.53,82692.99,0.101393,1.280308,0.0,89.860652,1
213,Acer Aspire 5 A515 Rev.6,Laptop,0.6466,1,0.8,5,666,4737.71,106892.72,0.044322,0.51728,0.84,95.56779,0
214,Lenovo IdeaPad Slim 5 #214,Laptop,0.5574,2,6.28,5,309,4787.43,91358.13,0.052403,3.500472,0.0,94.759711,1
215,HP ProBook 450 G10 Rev.8,Laptop,0.1179,0,2.43,5,450,21809.76,105351.61,0.207019,0.286497,0.514,79.298124,0
216,HP ProBook 450 G10 #216,Laptop,0.8512,0,1.43,5,353,12845.01,79833.16,0.160898,1.217216,0.714,83.910182,0
217,Acer Aspire 5 A515 #217,Laptop,0.2748,0,1.19,5,460,17389.48,102049.87,0.170402,0.327012,0.762,82.959822,0
218,MacBook Air M2 S/N-1218,Laptop,0.6223,0,3.0,5,163,11545.51,52260.87,0.220921,1.8669,0.4,77.907926,0
219,HP EliteBook 840 G9,Laptop,0.4841,3,6.97,5,509,8142.9,59237.56,0.137462,3.374177,0.0,86.253823,1
220,ASUS VivoBook 15 Rev.4,Laptop,0.2501,1,6.78,5,51,17141.56,115892.46,0.147909,1.695678,0.0,85.209081,1
221,HP ProBook 450 G10 #221,Laptop,0.3157,0,4.87,5,110,25914.09,89813.91,0.288531,1.537459,0.026,71.146908,1
222,Dell Inspiron 16 #222,Laptop,0.3903,1,5.47,5,583,22915.21,111184.18,0.206101,2.134941,0.0,79.389865,1
223,Dell Latitude 5540 #223,Laptop,0.4688,1,3.01,5,638,11503.64,72189.28,0.159354,1.411088,0.398,84.064615,0
224,Lenovo ThinkPad X1 Carbon #224,Laptop,0.3653,3,5.67,5,773,14241.5,118131.21,0.120557,2.071251,0.0,87.944337,1
225,Dell Inspiron 16 Rev.0,Laptop,0.0862,2,0.76,5,485,14436.06,90184.72,0.160072,0.065512,0.848,83.992787,0
226,ASUS VivoBook 15 S/N-1226,Laptop,0.9162,0,1.41,5,402,27221.42,56170.55,0.484621,1.291842,0.718,51.537914,1
227,MacBook Air M2 S/N-1227,Laptop,0.5735,1,3.68,5,17,17252.57,83048.62,0.207741,2.11048,0.264,79.22594,0
228,HP EliteBook 840 G9 Rev.3,Laptop,0.791,2,4.29,5,704,29477.35,95535.48,0.308549,3.39339,0.142,69.145128,0
229,Lenovo IdeaPad Slim 5 #229,Laptop,0.588,0,6.82,5,52,21045.37,64914.78,0.3242,4.01016,0.0,67.580003,1
230,HP EliteBook 840 G9,Laptop,0.4036,3,5.53,5,248,22750.75,84317.42,0.269823,2.231908,0.0,73.017735,1
231,Lenovo IdeaPad Slim 5,Laptop,0.4341,0,3.22,5,513,15467.0,59308.82,0.260788,1.397802,0.356,73.921248,0
232,MacBook Air M2 #232,Laptop,0.9783,1,4.15,5,385,17485.76,97933.14,0.178548,4.059945,0.17,82.145206,1
233,ASUS VivoBook 15 Rev.8,Laptop,0.6786,3,4.05,5,697,17861.3,79474.76,0.224742,2.74833,0.19,77.525821,0
234,ASUS VivoBook 15 #234,Laptop,0.2591,3,4.13,5,304,10409.5,59419.81,0.175186,1.070083,0.174,82.481432,0
235,ASUS VivoBook 15 S/N-1235,Laptop,0.5713,3,3.62,5,738,16714.08,96767.99,0.172723,2.068106,0.276,82.727677,0
236,Lenovo ThinkPad X1 Carbon S/N-1236,Laptop,0.9615,3,2.97,5,791,21592.18,54140.56,0.398817,2.855655,0.406,60.118292,1
237,Lenovo IdeaPad Slim 5 #237,Laptop,0.9093,2,1.01,5,765,28838.16,48154.99,0.598861,0.918393,0.798,40.11387,1
238,Acer Aspire 5 A515 #238,Laptop,0.6974,0,6.56,5,630,18003.03,60155.1,0.299277,4.574944,0.0,70.072313,1
239,Lenovo IdeaPad Slim 5,Laptop,0.2665,0,1.97,5,338,27534.79,48807.41,0.564152,0.525005,0.606,43.584816,0
240,Lenovo IdeaPad Slim 5 Rev.6,Laptop,0.9595,0,6.77,5,668,7574.14,96089.4,0.078824,6.495815,0.0,92.117611,1
241,Dell Latitude 5540 #241,Laptop,0.3154,0,2.37,5,787,23653.69,93790.4,0.252197,0.747498,0.526,74.780265,0
242,HP EliteBook 840 G9 Rev.8,Laptop,0.8993,0,6.59,5,180,22801.06,85136.42,0.267818,5.926387,0.0,73.218207,1
243,HP EliteBook 840 G9 S/N-1243,Laptop,0.8612,0,5.37,5,38,8844.1,104097.05,0.08496,4.624644,0.0,91.503986,1
244,Dell Inspiron 16 Rev.1,Laptop,0.3146,3,6.89,5,556,6789.82,87597.14,0.077512,2.167594,0.0,92.248811,1
245,Lenovo ThinkPad X1 Carbon Rev.2,Laptop,0.3037,3,3.78,5,338,7489.2,111694.5,0.067051,1.147986,0.244,93.294925,0
246,Acer Aspire 5 A515 #246,Laptop,0.3635,0,0.59,5,690,22683.55,93621.4,0.24229,0.214465,0.882,75.770978,0
247,Dell Latitude 5540 #247,Laptop,0.4478,0,3.14,5,410,20606.87,90821.59,0.226894,1.406092,0.372,77.310604,0
248,ASUS VivoBook 15 S/N-1248,Laptop,0.0564,1,6.58,5,457,16413.81,118626.39,0.138366,0.371112,0.0,86.163441,1
249,Dell Latitude 5540 Rev.6,Laptop,0.6579,2,0.57,5,63,22794.95,67645.94,0.336974,0.375003,0.886,66.30256,0
250,Dell Latitude 5540 S/N-1250,Laptop,0.8825,2,3.77,5,318,14540.83,68010.48,0.213803,3.327025,0.246,78.619722,1
251,MacBook Air M2 Rev.8,Laptop,0.4947,1,6.72,5,620,9742.08,72565.79,0.134252,3.324384,0.0,86.574831,1
252,Acer Aspire 5 A515,Laptop,0.7959,3,5.42,5,780,27732.72,97645.55,0.284014,4.313778,0.0,71.598583,0
253,Dell Inspiron 16 #253,Laptop,0.903,0,2.85,5,560,17732.5,84413.0,0.210068,2.57355,0.43,78.993165,0
254,Lenovo IdeaPad Slim 5,Laptop,0.5339,0,2.63,5,210,7896.16,87952.63,0.089777,1.404157,0.474,91.022258,0
255,HP EliteBook 840 G9 Rev.3,Laptop,0.1727,1,0.86,5,577,15582.55,112416.7,0.138614,0.148522,0.828,86.138581,0
256,Dell Latitude 5540,Laptop,0.2866,0,0.64,5,223,12012.41,95457.58,0.12584,0.183424,0.872,87.415971,0
257,HP EliteBook 840 G9 S/N-1257,Laptop,0.106,3,4.02,5,483,22210.01,76777.3,0.289278,0.42612,0.196,71.072166,0
258,MacBook Air M2 Rev.6,Laptop,0.9598,2,5.48,5,430,23993.27,75665.02,0.317099,5.259704,0.0,68.290143,1
259,Lenovo ThinkPad X1 Carbon S/N-1259,Laptop,0.1246,3,2.95,5,552,27844.99,78640.28,0.354081,0.36757,0.41,64.59195,0
260,HP EliteBook 840 G9 S/N-1260,Laptop,0.1684,3,3.05,5,3,29814.02,53897.49,0.553162,0.51362,0.39,44.683843,0
261,MacBook Air M2 #261,Laptop,0.4027,0,3.26,5,471,22696.44,79725.29,0.284683,1.312802,0.348,71.531693,0
262,HP EliteBook 840 G9 #262,Laptop,0.1549,3,5.21,5,429,28372.67,65673.73,0.432025,0.807029,0.0,56.797535,1
263,Acer Aspire 5 A515,Laptop,0.6059,2,0.72,5,49,6623.31,60456.12,0.109556,0.436248,0.856,89.044434,0
264,ASUS VivoBook 15 #264,Laptop,0.8533,0,1.91,5,515,10092.82,75169.9,0.134267,1.629803,0.618,86.573323,1
265,Acer Aspire 5 A515 S/N-1265,Laptop,0.6061,2,2.57,5,328,23019.45,106183.97,0.216788,1.557677,0.486,78.321163,0
266,Lenovo ThinkPad X1 Carbon Rev.5,Laptop,0.4346,0,3.89,5,570,29628.08,110719.37,0.267596,1.690594,0.222,73.240382,1
267,MacBook Air M2 Rev.6,Laptop,0.6483,1,2.74,5,537,5218.99,86688.8,0.060204,1.776342,0.452,93.979626,0
268,ASUS VivoBook 15 #268,Laptop,0.5503,0,1.7,5,230,11797.1,75619.44,0.156006,0.93551,0.66,84.399382,0
269,HP ProBook 450 G10 #269,Laptop,0.95,1,4.16,5,137,27783.27,105433.21,0.263515,3.952,0.168,73.648464,1
270,Acer Aspire 5 A515,Laptop,0.4683,1,1.01,5,548,12586.84,64124.67,0.196287,0.472983,0.798,80.371299,0
271,Dell Inspiron 16 #271,Laptop,0.8625,0,4.42,5,779,21515.47,65134.62,0.330323,3.81225,0.116,66.967689,0
272,Dell Latitude 5540 Rev.2,Laptop,0.94,0,2.66,5,194,26606.32,80954.57,0.328657,2.5004,0.468,67.134258,1
273,ASUS VivoBook 15 Rev.3,Laptop,0.4189,0,5.07,5,329,22086.28,113583.1,0.19445,2.123823,0.0,80.554959,1
274,Dell Latitude 5540 Rev.4,Laptop,0.3845,3,2.5,5,477,20866.75,79968.78,0.260936,0.96125,0.5,73.906379,0
275,Lenovo ThinkPad X1 Carbon,Laptop,0.341,0,1.82,5,226,12326.07,102122.17,0.120699,0.62062,0.636,87.930074,0
276,Acer Aspire 5 A515 Rev.6,Laptop,0.4383,0,4.26,5,337,28303.71,64558.06,0.438423,1.867158,0.148,56.157744,0
277,Lenovo IdeaPad Slim 5 Rev.7,Laptop,0.9274,0,4.08,5,781,10388.98,87734.21,0.118414,3.783792,0.184,88.158576,1
278,Dell Inspiron 16,Laptop,0.1802,1,2.79,5,188,23052.08,79562.17,0.289737,0.502758,0.442,71.026331,0
279,HP ProBook 450 G10 #279,Laptop,0.8107,0,0.98,5,6,25815.78,84295.83,0.306252,0.794486,0.804,69.374784,0
280,HP EliteBook 840 G9 Rev.1,Laptop,0.0585,1,5.1,5,382,10017.27,108190.85,0.092589,0.29835,0.0,90.741112,1
281,ASUS VivoBook 15 S/N-1281,Laptop,0.4325,0,3.96,5,739,4409.03,94446.33,0.046683,1.7127,0.208,95.331708,0
282,Dell Latitude 5540 #282,Laptop,0.7997,3,4.88,5,109,25142.09,46285.69,0.543194,3.902536,0.024,45.680641,1
283,MacBook Air M2 Rev.4,Laptop,0.3796,2,2.14,5,80,20114.3,63072.66,0.318907,0.812344,0.572,68.10932,0
284,HP EliteBook 840 G9,Laptop,0.329,3,5.03,5,82,10323.41,79424.83,0.129977,1.65487,0.0,87.002289,1
285,Lenovo IdeaPad Slim 5 Rev.6,Laptop,0.6422,2,3.59,5,84,13806.41,75395.87,0.183119,2.305498,0.282,81.688108,0
286,Acer Aspire 5 A515 #286,Laptop,0.9557,3,6.85,5,43,12613.04,93368.04,0.135089,6.546545,0.0,86.491052,1
287,ASUS VivoBook 15,Laptop,0.3021,3,4.18,5,700,21999.48,112595.47,0.195385,1.262778,0.164,80.461487,0
288,HP ProBook 450 G10,Laptop,0.2427,0,0.6,5,729,26111.12,58451.59,0.446714,0.14562,0.88,55.32864,0
289,MacBook Air M2 Rev.1,Laptop,0.84,2,4.18,5,553,18662.91,67445.77,0.27671,3.5112,0.164,72.329013,0
290,HP EliteBook 840 G9,Laptop,0.7235,1,6.93,5,354,7638.72,101670.69,0.075132,5.013855,0.0,92.486802,1
291,MacBook Air M2,Laptop,0.7652,3,2.71,5,406,25805.54,77781.62,0.331769,2.073692,0.458,66.823088,0
292,HP ProBook 450 G10 #292,Laptop,0.2622,1,3.43,5,384,24372.25,92559.22,0.263315,0.899346,0.314,73.668479,0
293,Dell Latitude 5540,Laptop,0.6253,2,1.06,5,730,21177.47,95977.11,0.220651,0.662818,0.788,77.934874,0
294,Dell Latitude 5540,Laptop,0.1935,1,5.6,5,369,13880.0,65097.9,0.213217,1.0836,0.0,78.678268,1
295,HP ProBook 450 G10 Rev.7,Laptop,0.3009,0,2.84,5,191,12014.95,45389.64,0.264707,0.854556,0.432,73.529312,0
296,MacBook Air M2 Rev.8,Laptop,0.1333,1,1.17,5,611,17323.46,86773.88,0.199639,0.155961,0.766,80.036089,0
297,Dell Inspiron 16 #297,Laptop,0.7241,1,5.56,5,248,14759.06,45925.55,0.321369,4.025996,0.0,67.863074,1
298,HP ProBook 450 G10 S/N-1298,Laptop,0.2996,0,2.25,5,171,8407.05,96398.7,0.087211,0.6741,0.55,91.278876,0
299,Lenovo IdeaPad Slim 5 #299,Laptop,0.2841,0,1.0,5,640,16590.01,76582.68,0.216629,0.2841,0.8,78.337125,0
300,MacBook Air M2 Rev.3,Laptop,0.418,3,0.54,5,389,7522.73,79339.62,0.094817,0.22572,0.892,90.518319,0
301,Acer Aspire 5 A515 Rev.4,Laptop,0.956,0,6.09,5,328,25202.36,70105.22,0.359493,5.82204,0.0,64.050666,1
302,Acer Aspire 5 A515 S/N-1302,Laptop,0.321,2,6.8,5,502,29078.94,68563.75,0.424115,2.1828,0.0,57.588463,1
303,Dell Inspiron 16 #303,Laptop,0.1559,1,3.05,5,606,25228.86,73204.15,0.344637,0.475495,0.39,65.536298,0
304,ASUS VivoBook 15,Laptop,0.4793,2,6.69,5,448,18302.58,96128.45,0.190397,3.206517,0.0,80.960288,1
305,ASUS VivoBook 15 #305,Laptop,0.5144,2,3.16,5,247,24687.08,106422.42,0.231973,1.625504,0.368,76.802745,0
306,Dell Inspiron 16 Rev.0,Laptop,0.9714,1,0.98,5,410,24516.0,98642.73,0.248533,0.951972,0.804,75.146673,1
307,Dell Latitude 5540,Laptop,0.8828,1,2.84,5,653,24558.74,85773.39,0.286321,2.507152,0.432,71.36788,1
308,HP ProBook 450 G10 S/N-1308,Laptop,0.6517,0,2.81,5,660,21097.64,102671.55,0.205487,1.831277,0.438,79.451328,0
309,Dell Inspiron 16 #309,Laptop,0.2906,1,0.57,5,531,15191.84,117428.76,0.129371,0.165642,0.886,87.062931,0
310,HP EliteBook 840 G9 Rev.4,Laptop,0.5974,1,5.52,5,353,14169.49,78433.39,0.180656,3.297648,0.0,81.934365,1
311,MacBook Air M2 S/N-1311,Laptop,0.1579,3,6.75,5,145,14815.36,52841.2,0.280375,1.065825,0.0,71.962484,0
312,Lenovo IdeaPad Slim 5 S/N-1312,Laptop,0.3739,0,3.89,5,739,24391.02,70730.0,0.344847,1.454471,0.222,65.515312,0
313,Lenovo ThinkPad X1 Carbon #313,Laptop,0.071,0,5.12,5,111,5161.76,50038.08,0.103157,0.36352,0.0,89.684336,1
314,Lenovo ThinkPad X1 Carbon #314,Laptop,0.4465,1,2.65,5,414,18349.67,83699.54,0.219233,1.183225,0.47,78.076737,0
315,HP ProBook 450 G10 Rev.0,Laptop,0.6211,0,0.69,5,606,15235.5,93035.92,0.163759,0.428559,0.862,83.624067,0
316,Dell Latitude 5540 #316,Laptop,0.7045,2,2.31,5,591,9584.7,45333.75,0.211425,1.627395,0.538,78.857474,0
317,MacBook Air M2 Rev.2,Laptop,0.6738,1,1.24,5,654,9123.93,72434.48,0.125961,0.835512,0.752,87.403886,0
318,ASUS VivoBook 15,Laptop,0.8363,2,2.76,5,689,19262.12,90848.13,0.212025,2.308188,0.448,78.79745,0
319,Dell Inspiron 16 Rev.4,Laptop,0.1588,1,2.05,5,144,12142.83,95408.26,0.127272,0.32554,0.59,87.272769,0
320,Lenovo ThinkPad X1 Carbon #320,Laptop,0.2228,2,2.99,5,710,7584.55,76367.93,0.099316,0.666172,0.402,90.06841,0
321,HP EliteBook 840 G9 Rev.6,Laptop,0.4694,0,2.54,5,367,7647.71,81723.15,0.093581,1.192276,0.492,90.641929,0
322,Lenovo IdeaPad Slim 5 Rev.7,Laptop,0.5201,1,6.76,5,701,25195.61,55240.1,0.456111,3.515876,0.0,54.388913,0
323,ASUS VivoBook 15,Laptop,0.5758,2,1.59,5,225,15540.15,98260.68,0.158152,0.915522,0.682,84.184773,0
324,Lenovo IdeaPad Slim 5,Laptop,0.4753,2,1.59,5,784,17977.82,65613.97,0.273994,0.755727,0.682,72.600621,0
325,HP EliteBook 840 G9 Rev.1,Laptop,0.9715,1,4.03,5,774,10965.11,87953.55,0.124669,3.915145,0.194,87.533067,1
326,HP EliteBook 840 G9 Rev.2,Laptop,0.822,2,1.17,5,304,29734.17,85976.5,0.345841,0.96174,0.766,65.415933,0
327,Acer Aspire 5 A515 S/N-1327,Laptop,0.8547,0,1.07,5,242,26417.19,64711.14,0.408232,0.914529,0.786,59.176751,0
328,HP EliteBook 840 G9 S/N-1328,Laptop,0.623,2,3.28,5,211,19866.81,109578.65,0.181302,2.04344,0.344,81.869817,0
329,ASUS VivoBook 15,Laptop,0.9605,0,1.59,5,586,19518.3,84921.06,0.229841,1.527195,0.682,77.015949,1
330,Lenovo ThinkPad X1 Carbon #330,Laptop,0.1051,0,3.18,5,671,23502.45,55169.17,0.426007,0.334218,0.364,57.399305,0
331,Lenovo ThinkPad X1 Carbon S/N-1331,Laptop,0.7582,2,5.89,5,501,22496.27,63725.79,0.353017,4.465798,0.0,64.698327,1
332,Dell Inspiron 16 S/N-1332,Laptop,0.789,2,0.99,5,412,13754.48,92085.96,0.149366,0.78111,0.802,85.063434,0
333,Dell Latitude 5540 Rev.0,Laptop,0.5039,1,3.46,5,792,26810.25,97102.77,0.276102,1.743494,0.308,72.38982,0
334,Acer Aspire 5 A515 Rev.1,Laptop,0.79,1,6.03,5,439,22129.51,92613.04,0.238946,4.7637,0.0,76.105406,0
335,MacBook Air M2,Laptop,0.5875,1,2.7,5,496,25536.93,65140.26,0.39203,1.58625,0.46,60.797009,0
336,Lenovo IdeaPad Slim 5 Rev.3,Laptop,0.0651,3,5.94,5,161,20280.67,48445.72,0.418627,0.386694,0.0,58.137334,1
337,ASUS VivoBook 15 #337,Laptop,0.6904,0,1.82,5,665,28908.83,45050.69,0.641696,1.256528,0.636,35.830439,0
338,Lenovo ThinkPad X1 Carbon,Laptop,0.3852,0,1.11,5,680,26791.47,110581.75,0.242278,0.427572,0.778,75.77225,0
339,Dell Latitude 5540,Laptop,0.2678,2,5.05,5,720,11943.24,74725.62,0.159828,1.35239,0.0,84.017209,1
340,MacBook Air M2,Laptop,0.5331,1,4.36,5,8,6026.41,61006.59,0.098783,2.324316,0.128,90.121707,0
341,Dell Latitude 5540,Laptop,0.1159,1,1.36,5,748,14980.16,119111.62,0.125766,0.157624,0.728,87.423427,0
342,Lenovo ThinkPad X1 Carbon,Laptop,0.7693,2,1.39,5,136,26905.71,68501.36,0.392776,1.069327,0.722,60.722371,0
343,Lenovo ThinkPad X1 Carbon Rev.1,Laptop,0.4593,2,4.73,5,643,4220.34,84788.12,0.049775,2.172489,0.054,95.022487,1
344,HP ProBook 450 G10 S/N-1344,Laptop,0.8838,0,1.91,5,126,15501.98,91205.7,0.169967,1.688058,0.618,83.003277,1
345,ASUS VivoBook 15,Laptop,0.3076,0,1.41,5,566,12177.1,117243.65,0.103861,0.433716,0.718,89.613851,0
346,HP ProBook 450 G10 S/N-1346,Laptop,0.5315,1,2.46,5,765,21118.54,108591.91,0.194476,1.30749,0.508,80.552382,0
347,Lenovo IdeaPad Slim 5,Laptop,0.2726,1,5.66,5,246,24378.84,93462.73,0.26084,1.542916,0.0,73.915977,0
348,HP ProBook 450 G10 S/N-1348,Laptop,0.9185,0,6.91,5,582,29420.12,84621.49,0.347667,6.346835,0.0,65.233276,1
349,Dell Latitude 5540,Laptop,0.9683,0,3.56,5,601,8492.03,85976.72,0.098771,3.447148,0.288,90.122873,1
350,Dell Inspiron 16 Rev.8,Laptop,0.784,1,0.89,5,643,5035.5,64663.9,0.077872,0.69776,0.822,92.212811,1
351,ASUS VivoBook 15,Laptop,0.55,0,4.66,5,85,14459.21,76768.14,0.188349,2.563,0.068,81.16509,0
352,Dell Latitude 5540 S/N-1352,Laptop,0.5488,1,5.75,5,649,9283.13,83347.85,0.111378,3.1556,0.0,88.862184,1
353,Dell Latitude 5540 Rev.2,Laptop,0.1039,0,6.0,5,444,22978.92,97400.69,0.235922,0.6234,0.0,76.407847,0
354,Lenovo ThinkPad X1 Carbon,Laptop,0.662,0,4.83,5,12,5430.74,90922.26,0.059729,3.19746,0.034,94.027051,1
355,MacBook Air M2 #355,Laptop,0.7782,2,3.9,5,170,28778.42,57287.45,0.502351,3.03498,0.22,49.764879,0
356,HP ProBook 450 G10 S/N-1356,Laptop,0.1598,3,5.26,5,343,26709.96,101233.23,0.263846,0.840548,0.0,73.615423,1
357,MacBook Air M2,Laptop,0.6336,1,6.84,5,523,10836.69,84289.07,0.128566,4.333824,0.0,87.143422,0
358,Dell Latitude 5540 #358,Laptop,0.2873,0,2.89,5,587,18739.04,82470.75,0.22722,0.830297,0.422,77.277956,0
359,HP ProBook 450 G10 #359,Laptop,0.0614,0,6.08,5,372,4066.78,100558.5,0.040442,0.373312,0.0,95.955807,1
360,HP ProBook 450 G10 #360,Laptop,0.7969,2,0.73,5,671,28968.9,58422.07,0.495855,0.581737,0.854,50.414458,0
361,Dell Latitude 5540,Laptop,0.3023,0,5.18,5,381,14822.67,69135.15,0.214401,1.565914,0.0,78.559864,0
362,ASUS VivoBook 15 S/N-1362,Laptop,0.9373,0,6.88,5,476,24912.79,58450.83,0.426218,6.448624,0.0,57.37821,0
363,Acer Aspire 5 A515 Rev.3,Laptop,0.2366,1,0.55,5,311,18380.38,69547.57,0.264285,0.13013,0.89,73.571499,0
364,Acer Aspire 5 A515 #364,Laptop,0.7716,2,6.99,5,559,29268.3,72620.52,0.403031,5.393484,0.0,59.696929,1
365,MacBook Air M2,Laptop,0.3722,3,2.01,5,9,14660.94,45478.34,0.322372,0.748122,0.598,67.762808,0
366,HP ProBook 450 G10 Rev.6,Laptop,0.336,0,5.3,5,243,13783.15,101919.69,0.135235,1.7808,0.0,86.47646,1
367,Dell Inspiron 16 Rev.7,Laptop,0.3102,0,1.43,5,237,29286.54,117088.88,0.250122,0.443586,0.714,74.98777,0
368,HP ProBook 450 G10,Laptop,0.129,0,6.83,5,136,13684.79,97563.52,0.140265,0.88107,0.0,85.973456,1
369,HP ProBook 450 G10 S/N-1369,Laptop,0.1716,0,4.81,5,322,5619.35,89392.18,0.062862,0.825396,0.038,93.713824,1
370,Dell Latitude 5540 #370,Laptop,0.2385,2,0.99,5,598,11070.85,68854.33,0.160787,0.236115,0.802,83.921345,0
371,Acer Aspire 5 A515 Rev.2,Laptop,0.1623,1,2.54,5,788,15688.74,52924.33,0.296437,0.412242,0.492,70.35628,0
372,HP EliteBook 840 G9 #372,Laptop,0.1966,2,1.28,5,721,10890.21,68123.08,0.159861,0.251648,0.744,84.01392,1
373,HP EliteBook 840 G9 S/N-1373,Laptop,0.2808,1,1.09,5,525,12522.64,107694.36,0.116279,0.306072,0.782,88.372056,0
374,Dell Inspiron 16 #374,Laptop,0.4261,1,0.7,5,766,29757.59,64512.51,0.461269,0.29827,0.86,53.873148,0
375,Acer Aspire 5 A515 #375,Laptop,0.163,0,5.66,5,799,6649.59,52104.4,0.127621,0.92258,0.0,87.237949,1
376,ASUS VivoBook 15,Laptop,0.9219,0,4.96,5,600,14415.13,59859.98,0.240814,4.572624,0.008,75.918585,1
377,BenQ MH733,Projector,0.4624,0,10.16,8,339,3031.55,25981.01,0.116683,4.697984,0.0,88.33167,1
378,Epson EB-X41 Rev.0,Projector,0.4528,3,10.39,8,508,2810.2,67402.63,0.041693,4.704592,0.0,95.830726,1
379,Epson EB-X41 #379,Projector,0.2241,0,2.8,8,152,4764.92,55744.58,0.085478,0.62748,0.65,91.452227,0
380,ViewSonic PA503W Rev.2,Projector,0.4955,0,9.95,8,392,9982.27,54127.53,0.184421,4.930225,0.0,81.557869,1
381,Canon LV-X320 S/N-1381,Projector,0.6366,3,6.13,8,19,16154.44,33975.6,0.475472,3.902358,0.23375,52.452819,0
382,ViewSonic PA503W,Projector,0.5761,0,4.18,8,276,14502.96,46585.8,0.311317,2.408098,0.4775,68.868282,0
383,Sony VPL-DX221 #383,Projector,0.774,0,10.08,8,483,5504.32,39349.49,0.139883,7.80192,0.0,86.011712,1
384,Epson EB-X41 #384,Projector,0.2979,3,7.53,8,754,3602.15,68829.09,0.052335,2.243187,0.05875,94.76653,1
385,ViewSonic PA503W #385,Projector,0.9197,3,4.66,8,177,17722.63,50906.14,0.348143,4.285802,0.4175,65.185673,1
386,Sony VPL-DX221 #386,Projector,0.9,0,7.96,8,717,14899.36,51663.38,0.288393,7.164,0.005,71.160694,0
387,ViewSonic PA503W Rev.0,Projector,0.8699,1,11.07,8,316,5011.74,50339.9,0.099558,9.629793,0.0,90.0442,1
388,Epson EB-2250U #388,Projector,0.0685,1,6.94,8,339,2898.69,26708.37,0.108531,0.47539,0.1325,89.146885,0
389,ViewSonic PA503W,Projector,0.8574,0,9.09,8,151,4839.36,40334.16,0.119982,7.793766,0.0,88.001833,1
